Date (PST),Parameter ,Value (m3/s)
3/16/2021 21:15,47,52.9
3/16/2021 21:20,47,53.8
3/16/2021 21:25,47,54.4
3/16/2021 21:30,47,55.2
3/16/2021 21:35,47,56
3/16/2021 21:40,47,57
3/16/2021 21:45,47,57.6
3/16/2021 21:50,47,58.4
3/16/2021 21:55,47,59.1
3/16/2021 22:00,47,59.9
3/16/2021 22:05,47,60.6
3/16/2021 22:10,47,61.2
3/16/2021 22:15,47,61.8
3/16/2021 22:20,47,62.5
3/16/2021 22:25,47,63
3/16/2021 22:30,47,63.6
3/16/2021 22:35,47,64.1
3/16/2021 22:40,47,64.7
3/16/2021 22:45,47,65
3/16/2021 22:50,47,65.5
3/16/2021 22:55,47,65.8
3/16/2021 23:00,47,66.3
3/16/2021 23:05,47,66.6
3/16/2021 23:10,47,67
3/16/2021 23:15,47,67.3
3/16/2021 23:20,47,67.6
3/16/2021 23:25,47,67.8
3/16/2021 23:30,47,68
3/16/2021 23:35,47,68.2
3/16/2021 23:40,47,68.4
3/16/2021 23:45,47,68.6
3/16/2021 23:50,47,68.7
3/16/2021 23:55,47,68.9
3/17/2021 0:00,47,69
3/17/2021 0:05,47,69.1
3/17/2021 0:10,47,69.2
3/17/2021 0:15,47,69.4
3/17/2021 0:20,47,69.6
3/17/2021 0:25,47,69.6
3/17/2021 0:30,47,69.6
3/17/2021 0:35,47,69.7
3/17/2021 0:40,47,69.8
3/17/2021 0:45,47,69.8
3/17/2021 0:50,47,69.9
3/17/2021 0:55,47,69.9
3/17/2021 1:00,47,70.1
3/17/2021 1:05,47,70.1
3/17/2021 1:10,47,70.2
3/17/2021 1:15,47,70.2
3/17/2021 1:20,47,70.1
3/17/2021 1:25,47,70.2
3/17/2021 1:30,47,70.3
3/17/2021 1:35,47,70.3
3/17/2021 1:40,47,70.3
3/17/2021 1:45,47,70.3
3/17/2021 1:50,47,70.3
3/17/2021 1:55,47,70.2
3/17/2021 2:00,47,70.2
3/17/2021 2:05,47,70.2
3/17/2021 2:10,47,70.3
3/17/2021 2:15,47,70.2
3/17/2021 2:20,47,70.1
3/17/2021 2:25,47,69.8
3/17/2021 2:30,47,69.8
3/17/2021 2:35,47,69.6
3/17/2021 2:40,47,69.4
3/17/2021 2:45,47,69
3/17/2021 2:50,47,68.8
3/17/2021 2:55,47,68.3
3/17/2021 3:00,47,68
3/17/2021 3:05,47,67.5
3/17/2021 3:10,47,67
3/17/2021 3:15,47,66.4
3/17/2021 3:20,47,65.7
3/17/2021 3:25,47,65.1
3/17/2021 3:30,47,64.5
3/17/2021 3:35,47,63.7
3/17/2021 3:40,47,63.1
3/17/2021 3:45,47,62.2
3/17/2021 3:50,47,61.5
3/17/2021 3:55,47,60.7
3/17/2021 4:00,47,60
3/17/2021 4:05,47,59.2
3/17/2021 4:10,47,58.5
3/17/2021 4:15,47,57.7
3/17/2021 4:20,47,56.9
3/17/2021 4:25,47,56.2
3/17/2021 4:30,47,55.4
3/17/2021 4:35,47,54.8
3/17/2021 4:40,47,54
3/17/2021 4:45,47,53.3
3/17/2021 4:50,47,52.6
3/17/2021 4:55,47,52.1
3/17/2021 5:00,47,51.5
3/17/2021 5:05,47,50.9
3/17/2021 5:10,47,50.3
3/17/2021 5:15,47,49.8
3/17/2021 5:20,47,49.3
3/17/2021 5:25,47,48.8
3/17/2021 5:30,47,48.3
3/17/2021 5:35,47,47.9
3/17/2021 5:40,47,47.6
3/17/2021 5:45,47,47.1
3/17/2021 5:50,47,46.8
3/17/2021 5:55,47,46.3
3/17/2021 6:00,47,45.9
3/17/2021 6:05,47,45.7
3/17/2021 6:10,47,45.3
3/17/2021 6:15,47,45.2
3/17/2021 6:20,47,44.9
3/17/2021 6:25,47,44.5
3/17/2021 6:30,47,44.3
3/17/2021 6:35,47,44
3/17/2021 6:40,47,43.9
3/17/2021 6:45,47,43.6
3/17/2021 6:50,47,43.5
3/17/2021 6:55,47,43.3
3/17/2021 7:00,47,43.2
3/17/2021 7:05,47,43
3/17/2021 7:10,47,42.7
3/17/2021 7:15,47,42.6
3/17/2021 7:20,47,42.5
3/17/2021 7:25,47,42.3
3/17/2021 7:30,47,42.3
3/17/2021 7:35,47,42.2
3/17/2021 7:40,47,42.1
3/17/2021 7:45,47,42
3/17/2021 7:50,47,41.9
3/17/2021 7:55,47,41.8
3/17/2021 8:00,47,41.7
3/17/2021 8:05,47,41.7
3/17/2021 8:10,47,41.4
3/17/2021 8:15,47,41.6
3/17/2021 8:20,47,41.4
3/17/2021 8:25,47,41.2
3/17/2021 8:30,47,41.2
3/17/2021 8:35,47,41.2
3/17/2021 8:40,47,41.1
3/17/2021 8:45,47,41
3/17/2021 8:50,47,41
3/17/2021 8:55,47,41.1
3/17/2021 9:00,47,40.8
3/17/2021 9:05,47,40.8
3/17/2021 9:10,47,40.8
3/17/2021 9:15,47,40.7
3/17/2021 9:20,47,40.7
3/17/2021 9:25,47,40.6
3/17/2021 9:30,47,40.5
3/17/2021 9:35,47,40.6
3/17/2021 9:40,47,40.5
3/17/2021 9:45,47,40.5
3/17/2021 9:50,47,40.3
3/17/2021 9:55,47,40.4
3/17/2021 10:00,47,40.3
3/17/2021 10:05,47,40.4
3/17/2021 10:10,47,40.3
3/17/2021 10:15,47,40.4
3/17/2021 10:20,47,40.2
3/17/2021 10:25,47,40.2
3/17/2021 10:30,47,40.1
3/17/2021 10:35,47,40.2
3/17/2021 10:40,47,40.1
3/17/2021 10:45,47,40.1
3/17/2021 10:50,47,40
3/17/2021 10:55,47,40
3/17/2021 11:00,47,39.9
3/17/2021 11:05,47,39.9
3/17/2021 11:10,47,40
3/17/2021 11:15,47,40
3/17/2021 11:20,47,39.9
3/17/2021 11:25,47,39.8
3/17/2021 11:30,47,40
3/17/2021 11:35,47,39.8
3/17/2021 11:40,47,40
3/17/2021 11:45,47,39.8
3/17/2021 11:50,47,39.8
3/17/2021 11:55,47,39.7
3/17/2021 12:00,47,39.7
3/17/2021 12:05,47,39.9
3/17/2021 12:10,47,39.8
3/17/2021 12:15,47,39.8
3/17/2021 12:20,47,39.9
3/17/2021 12:25,47,39.9
3/17/2021 12:30,47,40
3/17/2021 12:35,47,40.1
3/17/2021 12:40,47,40.2
3/17/2021 12:45,47,40.3
3/17/2021 12:50,47,40.5
3/17/2021 12:55,47,40.8
3/17/2021 13:00,47,41.1
3/17/2021 13:05,47,41.3
3/17/2021 13:10,47,41.5
3/17/2021 13:15,47,42
3/17/2021 13:20,47,42.2
3/17/2021 13:25,47,42.5
3/17/2021 13:30,47,43.1
3/17/2021 13:35,47,43.3
3/17/2021 13:40,47,43.7
3/17/2021 13:45,47,44.2
3/17/2021 13:50,47,44.6
3/17/2021 13:55,47,45
3/17/2021 14:00,47,45.3
3/17/2021 14:05,47,45.8
3/17/2021 14:10,47,46.2
3/17/2021 14:15,47,46.5
3/17/2021 14:20,47,46.9
3/17/2021 14:25,47,47.4
3/17/2021 14:30,47,47.6
3/17/2021 14:35,47,47.9
3/17/2021 14:40,47,48.2
3/17/2021 14:45,47,48.6
3/17/2021 14:50,47,48.8
3/17/2021 14:55,47,49.2
3/17/2021 15:00,47,49.5
3/17/2021 15:05,47,49.6
3/17/2021 15:10,47,49.8
3/17/2021 15:15,47,50
3/17/2021 15:20,47,50.2
3/17/2021 15:25,47,50.4
3/17/2021 15:30,47,50.6
3/17/2021 15:35,47,50.8
3/17/2021 15:40,47,50.9
3/17/2021 15:45,47,51.1
3/17/2021 15:50,47,51.3
3/17/2021 15:55,47,51.3
3/17/2021 16:00,47,51.4
3/17/2021 16:05,47,51.4
3/17/2021 16:10,47,51.6
3/17/2021 16:15,47,51.7
3/17/2021 16:20,47,51.7
3/17/2021 16:25,47,51.8
3/17/2021 16:30,47,51.8
3/17/2021 16:35,47,51.8
3/17/2021 16:40,47,52
3/17/2021 16:45,47,52
3/17/2021 16:50,47,52.1
3/17/2021 16:55,47,52.1
3/17/2021 17:00,47,52.1
3/17/2021 17:05,47,52.2
3/17/2021 17:10,47,52.3
3/17/2021 17:15,47,52.3
3/17/2021 17:20,47,52.3
3/17/2021 17:25,47,52.4
3/17/2021 17:30,47,52.3
3/17/2021 17:35,47,52.5
3/17/2021 17:40,47,52.4
3/17/2021 17:45,47,52.4
3/17/2021 17:50,47,52.4
3/17/2021 17:55,47,52.3
3/17/2021 18:00,47,52.3
3/17/2021 18:05,47,52.3
3/17/2021 18:10,47,52.2
3/17/2021 18:15,47,52.1
3/17/2021 18:20,47,52.1
3/17/2021 18:25,47,52
3/17/2021 18:30,47,51.9
3/17/2021 18:35,47,51.7
3/17/2021 18:40,47,51.5
3/17/2021 18:45,47,51.3
3/17/2021 18:50,47,51.1
3/17/2021 18:55,47,50.9
3/17/2021 19:00,47,50.6
3/17/2021 19:05,47,50.3
3/17/2021 19:10,47,50
3/17/2021 19:15,47,49.7
3/17/2021 19:20,47,49.3
3/17/2021 19:25,47,49
3/17/2021 19:30,47,48.6
3/17/2021 19:35,47,48.2
3/17/2021 19:40,47,47.9
3/17/2021 19:45,47,47.6
3/17/2021 19:50,47,47.2
3/17/2021 19:55,47,46.8
3/17/2021 20:00,47,46.5
3/17/2021 20:05,47,46
3/17/2021 20:10,47,45.6
3/17/2021 20:15,47,45.4
3/17/2021 20:20,47,45
3/17/2021 20:25,47,44.8
3/17/2021 20:30,47,44.5
3/17/2021 20:35,47,44
3/17/2021 20:40,47,43.8
3/17/2021 20:45,47,43.5
3/17/2021 20:50,47,43.2
3/17/2021 20:55,47,42.9
3/17/2021 21:00,47,42.7
3/17/2021 21:05,47,42.3
3/17/2021 21:10,47,42.2
3/17/2021 21:15,47,42
3/17/2021 21:20,47,41.9
3/17/2021 21:25,47,41.6
3/17/2021 21:30,47,41.5
3/17/2021 21:35,47,41.2
3/17/2021 21:40,47,41.1
3/17/2021 21:45,47,41
3/17/2021 21:50,47,41
3/17/2021 21:55,47,40.8
3/17/2021 22:00,47,40.5
3/17/2021 22:05,47,40.5
3/17/2021 22:10,47,40.4
3/17/2021 22:15,47,40.2
3/17/2021 22:20,47,40.1
3/17/2021 22:25,47,40.1
3/17/2021 22:30,47,39.9
3/17/2021 22:35,47,39.9
3/17/2021 22:40,47,39.8
3/17/2021 22:45,47,39.7
3/17/2021 22:50,47,39.6
3/17/2021 22:55,47,39.6
3/17/2021 23:00,47,39.5
3/17/2021 23:05,47,39.3
3/17/2021 23:10,47,39.2
3/17/2021 23:15,47,39.2
3/17/2021 23:20,47,39.2
3/17/2021 23:25,47,39.2
3/17/2021 23:30,47,39.2
3/17/2021 23:35,47,39
3/17/2021 23:40,47,39
3/17/2021 23:45,47,39
3/17/2021 23:50,47,39
3/17/2021 23:55,47,38.9
3/18/2021 0:00,47,38.8
3/18/2021 0:05,47,38.8
3/18/2021 0:10,47,38.9
3/18/2021 0:15,47,38.8
3/18/2021 0:20,47,38.7
3/18/2021 0:25,47,38.6
3/18/2021 0:30,47,38.7
3/18/2021 0:35,47,38.6
3/18/2021 0:40,47,38.5
3/18/2021 0:45,47,38.5
3/18/2021 0:50,47,38.6
3/18/2021 0:55,47,38.5
3/18/2021 1:00,47,38.5
3/18/2021 1:05,47,38.4
3/18/2021 1:10,47,38.5
3/18/2021 1:15,47,38.4
3/18/2021 1:20,47,38.4
3/18/2021 1:25,47,38.4
3/18/2021 1:30,47,38.4
3/18/2021 1:35,47,38.3
3/18/2021 1:40,47,38.4
3/18/2021 1:45,47,38.4
3/18/2021 1:50,47,38.4
3/18/2021 1:55,47,38.3
3/18/2021 2:00,47,38.3
3/18/2021 2:05,47,38.3
3/18/2021 2:10,47,38.3
3/18/2021 2:15,47,38.2
3/18/2021 2:20,47,38.2
3/18/2021 2:25,47,38.2
3/18/2021 2:30,47,38.2
3/18/2021 2:35,47,38.2
3/18/2021 2:40,47,38.3
3/18/2021 2:45,47,38.1
3/18/2021 2:50,47,38.1
3/18/2021 2:55,47,38.2
3/18/2021 3:00,47,38.2
3/18/2021 3:05,47,38.1
3/18/2021 3:10,47,38.2
3/18/2021 3:15,47,38.1
3/18/2021 3:20,47,38.1
3/18/2021 3:25,47,38.1
3/18/2021 3:30,47,38.1
3/18/2021 3:35,47,38
3/18/2021 3:40,47,38.1
3/18/2021 3:45,47,38.1
3/18/2021 3:50,47,38
3/18/2021 3:55,47,38
3/18/2021 4:00,47,38
3/18/2021 4:05,47,38
3/18/2021 4:10,47,38
3/18/2021 4:15,47,38
3/18/2021 4:20,47,37.8
3/18/2021 4:25,47,37.9
3/18/2021 4:30,47,38
3/18/2021 4:35,47,37.9
3/18/2021 4:40,47,37.9
3/18/2021 4:45,47,37.9
3/18/2021 4:50,47,38.1
3/18/2021 4:55,47,37.9
3/18/2021 5:00,47,37.9
3/18/2021 5:05,47,37.9
3/18/2021 5:10,47,37.9
3/18/2021 5:15,47,37.9
3/18/2021 5:20,47,37.9
3/18/2021 5:25,47,37.9
3/18/2021 5:30,47,38
3/18/2021 5:35,47,37.9
3/18/2021 5:40,47,37.9
3/18/2021 5:45,47,37.8
3/18/2021 5:50,47,37.9
3/18/2021 5:55,47,37.9
3/18/2021 6:00,47,37.9
3/18/2021 6:05,47,38
3/18/2021 6:10,47,37.9
3/18/2021 6:15,47,38
3/18/2021 6:20,47,38
3/18/2021 6:25,47,38
3/18/2021 6:30,47,38
3/18/2021 6:35,47,37.9
3/18/2021 6:40,47,38
3/18/2021 6:45,47,37.9
3/18/2021 6:50,47,37.9
3/18/2021 6:55,47,37.9
3/18/2021 7:00,47,37.8
3/18/2021 7:05,47,37.8
3/18/2021 7:10,47,37.8
3/18/2021 7:15,47,37.9
3/18/2021 7:20,47,37.9
3/18/2021 7:25,47,37.9
3/18/2021 7:30,47,37.8
3/18/2021 7:35,47,37.8
3/18/2021 7:40,47,37.8
3/18/2021 7:45,47,37.6
3/18/2021 7:50,47,37.6
3/18/2021 7:55,47,37.6
3/18/2021 8:00,47,37.7
3/18/2021 8:05,47,37.6
3/18/2021 8:10,47,37.7
3/18/2021 8:15,47,37.6
3/18/2021 8:20,47,37.6
3/18/2021 8:25,47,37.6
3/18/2021 8:30,47,37.7
3/18/2021 8:35,47,37.6
3/18/2021 8:40,47,37.6
3/18/2021 8:45,47,37.6
3/18/2021 8:50,47,37.5
3/18/2021 8:55,47,37.6
3/18/2021 9:00,47,37.6
3/18/2021 9:05,47,37.6
3/18/2021 9:10,47,37.6
3/18/2021 9:15,47,37.6
3/18/2021 9:20,47,37.6
3/18/2021 9:25,47,37.6
3/18/2021 9:30,47,37.6
3/18/2021 9:35,47,37.5
3/18/2021 9:40,47,37.6
3/18/2021 9:45,47,37.6
3/18/2021 9:50,47,37.5
3/18/2021 9:55,47,37.6
3/18/2021 10:00,47,37.6
3/18/2021 10:05,47,37.6
3/18/2021 10:10,47,37.7
3/18/2021 10:15,47,37.8
3/18/2021 10:20,47,38
3/18/2021 10:25,47,38.3
3/18/2021 10:30,47,38.5
3/18/2021 10:35,47,39
3/18/2021 10:40,47,39.4
3/18/2021 10:45,47,39.8
3/18/2021 10:50,47,40.3
3/18/2021 10:55,47,41
3/18/2021 11:00,47,41.8
3/18/2021 11:05,47,42.5
3/18/2021 11:10,47,43.1
3/18/2021 11:15,47,44
3/18/2021 11:20,47,44.8
3/18/2021 11:25,47,45.8
3/18/2021 11:30,47,46.7
3/18/2021 11:35,47,47.7
3/18/2021 11:40,47,48.7
3/18/2021 11:45,47,49.6
3/18/2021 11:50,47,50.4
3/18/2021 11:55,47,51.3
3/18/2021 12:00,47,52.3
3/18/2021 12:05,47,53.2
3/18/2021 12:10,47,53.8
3/18/2021 12:15,47,54.6
3/18/2021 12:20,47,55.4
3/18/2021 12:25,47,56.1
3/18/2021 12:30,47,56.6
3/18/2021 12:35,47,57.4
3/18/2021 12:40,47,57.9
3/18/2021 12:45,47,58.4
3/18/2021 12:50,47,58.8
3/18/2021 12:55,47,59.4
3/18/2021 13:00,47,59.8
3/18/2021 13:05,47,60.1
3/18/2021 13:10,47,60.5
3/18/2021 13:15,47,60.9
3/18/2021 13:20,47,61.2
3/18/2021 13:25,47,61.5
3/18/2021 13:30,47,61.8
3/18/2021 13:35,47,62.1
3/18/2021 13:40,47,62.3
3/18/2021 13:45,47,62.5
3/18/2021 13:50,47,62.8
3/18/2021 13:55,47,62.9
3/18/2021 14:00,47,63.2
3/18/2021 14:05,47,63.3
3/18/2021 14:10,47,63.6
3/18/2021 14:15,47,63.7
3/18/2021 14:20,47,64
3/18/2021 14:25,47,64.1
3/18/2021 14:30,47,64.3
3/18/2021 14:35,47,64.3
3/18/2021 14:40,47,64.5
3/18/2021 14:45,47,64.7
3/18/2021 14:50,47,64.6
3/18/2021 14:55,47,64.9
3/18/2021 15:00,47,64.9
3/18/2021 15:05,47,65.1
3/18/2021 15:10,47,65.3
3/18/2021 15:15,47,65.3
3/18/2021 15:20,47,65.5
3/18/2021 15:25,47,65.6
3/18/2021 15:30,47,65.8
3/18/2021 15:35,47,66
3/18/2021 15:40,47,66.1
3/18/2021 15:45,47,66.1
3/18/2021 15:50,47,66.3
3/18/2021 15:55,47,66.2
3/18/2021 16:00,47,66.3
3/18/2021 16:05,47,66.5
3/18/2021 16:10,47,66.5
3/18/2021 16:15,47,66.5
3/18/2021 16:20,47,66.5
3/18/2021 16:25,47,66.8
3/18/2021 16:30,47,66.9
3/18/2021 16:35,47,66.9
3/18/2021 16:40,47,67
3/18/2021 16:45,47,67
3/18/2021 16:50,47,67
3/18/2021 16:55,47,67.2
3/18/2021 17:00,47,67.2
3/18/2021 17:05,47,67.3
3/18/2021 17:10,47,67.3
3/18/2021 17:15,47,67.5
3/18/2021 17:20,47,67.6
3/18/2021 17:25,47,67.6
3/18/2021 17:30,47,67.7
3/18/2021 17:35,47,67.6
3/18/2021 17:40,47,67.8
3/18/2021 17:45,47,67.8
3/18/2021 17:50,47,67.8
3/18/2021 17:55,47,67.9
3/18/2021 18:00,47,68.1
3/18/2021 18:05,47,68.1
3/18/2021 18:10,47,68.1
3/18/2021 18:15,47,68.3
3/18/2021 18:20,47,68.4
3/18/2021 18:25,47,68.4
3/18/2021 18:30,47,68.5
3/18/2021 18:35,47,68.6
3/18/2021 18:40,47,68.6
3/18/2021 18:45,47,68.8
3/18/2021 18:50,47,68.7
3/18/2021 18:55,47,68.8
3/18/2021 19:00,47,68.9
3/18/2021 19:05,47,69.1
3/18/2021 19:10,47,69.2
3/18/2021 19:15,47,69.3
3/18/2021 19:20,47,69.4
3/18/2021 19:25,47,69.4
3/18/2021 19:30,47,69.5
3/18/2021 19:35,47,69.5
3/18/2021 19:40,47,69.6
3/18/2021 19:45,47,69.7
3/18/2021 19:50,47,69.7
3/18/2021 19:55,47,69.9
3/18/2021 20:00,47,69.7
3/18/2021 20:05,47,70.1
3/18/2021 20:10,47,70
3/18/2021 20:15,47,70.2
3/18/2021 20:20,47,70.3
3/18/2021 20:25,47,70.3
3/18/2021 20:30,47,70.4
3/18/2021 20:35,47,70.4
3/18/2021 20:40,47,70.6
3/18/2021 20:45,47,70.6
3/18/2021 20:50,47,70.7
3/18/2021 20:55,47,70.8
3/18/2021 21:00,47,70.8
3/18/2021 21:05,47,71
3/18/2021 21:10,47,70.9
3/18/2021 21:15,47,71.1
3/18/2021 21:20,47,71.1
3/18/2021 21:25,47,71.4
3/18/2021 21:30,47,71.4
3/18/2021 21:35,47,71.4
3/18/2021 21:40,47,71.5
3/18/2021 21:45,47,71.6
3/18/2021 21:50,47,71.7
3/18/2021 21:55,47,71.8
3/18/2021 22:00,47,71.8
3/18/2021 22:05,47,72
3/18/2021 22:10,47,71.8
3/18/2021 22:15,47,72
3/18/2021 22:20,47,72
3/18/2021 22:25,47,72
3/18/2021 22:30,47,72.2
3/18/2021 22:35,47,72.1
3/18/2021 22:40,47,72.1
3/18/2021 22:45,47,72.1
3/18/2021 22:50,47,72
3/18/2021 22:55,47,72
3/18/2021 23:00,47,72
3/18/2021 23:05,47,71.7
3/18/2021 23:10,47,71.6
3/18/2021 23:15,47,71.4
3/18/2021 23:20,47,71.1
3/18/2021 23:25,47,70.7
3/18/2021 23:30,47,70.4
3/18/2021 23:35,47,70
3/18/2021 23:40,47,69.7
3/18/2021 23:45,47,69.2
3/18/2021 23:50,47,68.6
3/18/2021 23:55,47,68.1
3/19/2021 0:00,47,67.6
3/19/2021 0:05,47,67
3/19/2021 0:10,47,66.3
3/19/2021 0:15,47,65.6
3/19/2021 0:20,47,65.1
3/19/2021 0:25,47,64.5
3/19/2021 0:30,47,63.7
3/19/2021 0:35,47,63.1
3/19/2021 0:40,47,62.4
3/19/2021 0:45,47,61.7
3/19/2021 0:50,47,61.1
3/19/2021 0:55,47,60.5
3/19/2021 1:00,47,59.9
3/19/2021 1:05,47,59.2
3/19/2021 1:10,47,58.7
3/19/2021 1:15,47,58.1
3/19/2021 1:20,47,57.5
3/19/2021 1:25,47,57
3/19/2021 1:30,47,56.6
3/19/2021 1:35,47,56
3/19/2021 1:40,47,55.5
3/19/2021 1:45,47,55.1
3/19/2021 1:50,47,54.7
3/19/2021 1:55,47,54.3
3/19/2021 2:00,47,54
3/19/2021 2:05,47,53.6
3/19/2021 2:10,47,53.3
3/19/2021 2:15,47,53.1
3/19/2021 2:20,47,52.8
3/19/2021 2:25,47,52.6
3/19/2021 2:30,47,52.3
3/19/2021 2:35,47,52.1
3/19/2021 2:40,47,51.8
3/19/2021 2:45,47,51.6
3/19/2021 2:50,47,51.4
3/19/2021 2:55,47,51.4
3/19/2021 3:00,47,51.2
3/19/2021 3:05,47,51.1
3/19/2021 3:10,47,50.9
3/19/2021 3:15,47,50.8
3/19/2021 3:20,47,50.8
3/19/2021 3:25,47,50.7
3/19/2021 3:30,47,50.6
3/19/2021 3:35,47,50.7
3/19/2021 3:40,47,50.6
3/19/2021 3:45,47,50.5
3/19/2021 3:50,47,50.5
3/19/2021 3:55,47,50.5
3/19/2021 4:00,47,50.5
3/19/2021 4:05,47,50.4
3/19/2021 4:10,47,50.5
3/19/2021 4:15,47,50.4
3/19/2021 4:20,47,50.5
3/19/2021 4:25,47,50.5
3/19/2021 4:30,47,50.5
3/19/2021 4:35,47,50.5
3/19/2021 4:40,47,50.5
3/19/2021 4:45,47,50.5
3/19/2021 4:50,47,50.5
3/19/2021 4:55,47,50.5
3/19/2021 5:00,47,50.5
3/19/2021 5:05,47,50.5
3/19/2021 5:10,47,50.5
3/19/2021 5:15,47,50.5
3/19/2021 5:20,47,50.7
3/19/2021 5:25,47,50.6
3/19/2021 5:30,47,50.6
3/19/2021 5:35,47,50.7
3/19/2021 5:40,47,50.7
3/19/2021 5:45,47,50.9
3/19/2021 5:50,47,50.8
3/19/2021 5:55,47,50.9
3/19/2021 6:00,47,51
3/19/2021 6:05,47,51.1
3/19/2021 6:10,47,51.1
3/19/2021 6:15,47,51.2
3/19/2021 6:20,47,51.1
3/19/2021 6:25,47,51.2
3/19/2021 6:30,47,51.2
3/19/2021 6:35,47,51.3
3/19/2021 6:40,47,51.3
3/19/2021 6:45,47,51.3
3/19/2021 6:50,47,51.5
3/19/2021 6:55,47,51.5
3/19/2021 7:00,47,51.5
3/19/2021 7:05,47,51.7
3/19/2021 7:10,47,51.7
3/19/2021 7:15,47,51.8
3/19/2021 7:20,47,51.8
3/19/2021 7:25,47,51.8
3/19/2021 7:30,47,52
3/19/2021 7:35,47,52
3/19/2021 7:40,47,51.9
3/19/2021 7:45,47,52.1
3/19/2021 7:50,47,52.2
3/19/2021 7:55,47,52.3
3/19/2021 8:00,47,52.3
3/19/2021 8:05,47,52.4
3/19/2021 8:10,47,52.3
3/19/2021 8:15,47,52.6
3/19/2021 8:20,47,52.5
3/19/2021 8:25,47,52.6
3/19/2021 8:30,47,52.6
3/19/2021 8:35,47,52.9
3/19/2021 8:40,47,52.9
3/19/2021 8:45,47,52.9
3/19/2021 8:50,47,53.1
3/19/2021 8:55,47,53.1
3/19/2021 9:00,47,53.2
3/19/2021 9:05,47,53.2
3/19/2021 9:10,47,53.4
3/19/2021 9:15,47,53.4
3/19/2021 9:20,47,53.5
3/19/2021 9:25,47,53.5
3/19/2021 9:30,47,53.6
3/19/2021 9:35,47,53.6
3/19/2021 9:40,47,53.7
3/19/2021 9:45,47,53.8
3/19/2021 9:50,47,53.8
3/19/2021 9:55,47,53.9
3/19/2021 10:00,47,54
3/19/2021 10:05,47,54.1
3/19/2021 10:10,47,54.1
3/19/2021 10:15,47,54.2
3/19/2021 10:20,47,54.3
3/19/2021 10:25,47,54.4
3/19/2021 10:30,47,54.5
3/19/2021 10:35,47,54.5
3/19/2021 10:40,47,54.6
3/19/2021 10:45,47,54.7
3/19/2021 10:50,47,54.9
3/19/2021 10:55,47,54.9
3/19/2021 11:00,47,55
3/19/2021 11:05,47,55.1
3/19/2021 11:10,47,55.2
3/19/2021 11:15,47,55.2
3/19/2021 11:20,47,55.2
3/19/2021 11:25,47,55.5
3/19/2021 11:30,47,55.5
3/19/2021 11:35,47,55.7
3/19/2021 11:40,47,55.7
3/19/2021 11:45,47,55.9
3/19/2021 11:50,47,55.9
3/19/2021 11:55,47,56
3/19/2021 12:00,47,56
3/19/2021 12:05,47,56.2
3/19/2021 12:10,47,56.2
3/19/2021 12:15,47,56.4
3/19/2021 12:20,47,56.5
3/19/2021 12:25,47,56.5
3/19/2021 12:30,47,56.7
3/19/2021 12:35,47,56.8
3/19/2021 12:40,47,56.9
3/19/2021 12:45,47,56.9
3/19/2021 12:50,47,57
3/19/2021 12:55,47,57.2
3/19/2021 13:00,47,57.2
3/19/2021 13:05,47,57.2
3/19/2021 13:10,47,57.3
3/19/2021 13:15,47,57.5
3/19/2021 13:20,47,57.6
3/19/2021 13:25,47,57.6
3/19/2021 13:30,47,57.7
3/19/2021 13:35,47,57.8
3/19/2021 13:40,47,57.8
3/19/2021 13:45,47,57.9
3/19/2021 13:50,47,58.1
3/19/2021 13:55,47,58.3
3/19/2021 14:00,47,58.3
3/19/2021 14:05,47,58.4
3/19/2021 14:10,47,58.5
3/19/2021 14:15,47,58.6
3/19/2021 14:20,47,58.7
3/19/2021 14:25,47,58.7
3/19/2021 14:30,47,58.9
3/19/2021 14:35,47,58.9
3/19/2021 14:40,47,59.1
3/19/2021 14:45,47,59.2
3/19/2021 14:50,47,59.3
3/19/2021 14:55,47,59.3
3/19/2021 15:00,47,59.4
3/19/2021 15:05,47,59.5
3/19/2021 15:10,47,59.8
3/19/2021 15:15,47,59.8
3/19/2021 15:20,47,59.8
3/19/2021 15:25,47,60
3/19/2021 15:30,47,60.1
3/19/2021 15:35,47,60
3/19/2021 15:40,47,60.2
3/19/2021 15:45,47,60.2
3/19/2021 15:50,47,60.4
3/19/2021 15:55,47,60.5
3/19/2021 16:00,47,60.5
3/19/2021 16:05,47,60.6
3/19/2021 16:10,47,60.7
3/19/2021 16:15,47,60.8
3/19/2021 16:20,47,60.8
3/19/2021 16:25,47,61
3/19/2021 16:30,47,61.1
3/19/2021 16:35,47,61.2
3/19/2021 16:40,47,61.2
3/19/2021 16:45,47,61.3
3/19/2021 16:50,47,61.4
3/19/2021 16:55,47,61.4
3/19/2021 17:00,47,61.6
3/19/2021 17:05,47,61.6
3/19/2021 17:10,47,61.7
3/19/2021 17:15,47,61.7
3/19/2021 17:20,47,61.9
3/19/2021 17:25,47,61.9
3/19/2021 17:30,47,62
3/19/2021 17:35,47,62
3/19/2021 17:40,47,62.2
3/19/2021 17:45,47,62.4
3/19/2021 17:50,47,62.4
3/19/2021 17:55,47,62.4
3/19/2021 18:00,47,62.6
3/19/2021 18:05,47,62.6
3/19/2021 18:10,47,62.7
3/19/2021 18:15,47,62.8
3/19/2021 18:20,47,62.8
3/19/2021 18:25,47,63
3/19/2021 18:30,47,62.9
3/19/2021 18:35,47,63.1
